Transaction ID,Date,Product ID,Product Name,Category,Quantity Sold,Sales Price per Unit ($),Total Sales ($),Discount (%),Total Sales After Discount ($),Stock After Sale,Returned,Net Sales Value ($),Weather Condition,Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed (km/h),Is Holiday,Holiday Name,Is Weekend,Is Special Event,Special Event Name,Season
T8554,2024-07-05,P013,Winter Coat,Clothing,10,372.86,3728.6,20,2982.88,27,1,2386.3,Cloudy,32.19,44,0.0,14.12,0,,0,0,,Summer
T1262,2024-07-06,P010,Shoes,Clothing,9,179.05,1611.45,15,1369.73,51,1,1095.78,Sunny,23.81,57,0.0,12.6,0,,1,0,,Summer
T6359,2024-07-06,P006,Blender,Home Appliances,5,25.66,128.3,20,102.64,59,1,82.11,Cloudy,27.89,37,0.0,9.27,0,,1,0,,Summer
T9381,2024-07-06,P004,Monitor,Electronics,10,531.13,5311.3,20,4249.04,159,0,4249.04,Rainy,28.29,57,5.44,22.67,0,,1,0,,Summer
T2822,2024-07-06,P006,Blender,Home Appliances,8,179.31,1434.48,20,1147.58,162,1,918.06,Sunny,33.31,55,0.0,6.99,0,,1,0,,Summer
T4207,2024-07-06,P001,Laptop,Electronics,6,652.42,3914.52,0,3914.52,86,0,3914.52,Snow,23.96,62,18.15,27.66,0,,1,0,,Summer
T2822,2024-07-06,P008,Air Fryer,Home Appliances,10,688.03,6880.3,10,6192.27,162,1,4953.82,Sunny,29.84,47,0.0,12.96,0,,1,0,,Summer
T8397,2024-07-06,P020,Board Game,Toys,1,161.91,161.91,20,129.53,108,1,103.62,Snow,30.24,30,19.46,5.73,0,,1,0,,Summer
T4749,2024-07-06,P007,Vacuum Cleaner,Home Appliances,2,269.63,539.26,0,539.26,156,0,539.26,Rainy,25.09,32,12.02,15.49,0,,1,0,,Summer
T3353,2024-07-06,P010,Shoes,Clothing,3,581.74,1745.22,20,1396.18,96,1,1116.94,Sunny,33.05,69,0.0,8.09,0,,1,0,,Summer
T4279,2024-07-06,P014,Sofa,Furniture,4,135.22,540.88,0,540.88,173,1,432.7,Rainy,34.59,59,13.36,23.16,0,,1,0,,Summer
T8032,2024-07-07,P020,Board Game,Toys,7,300.08,2100.56,5,1995.53,160,1,1596.42,Snow,27.13,68,2.07,16.58,0,,1,0,,Summer
T4904,2024-07-07,P016,Bookshelf,Furniture,7,470.75,3295.25,20,2636.2,169,1,2108.96,Stormy,20.05,71,16.51,26.45,0,,1,0,,Summer
T2935,2024-07-07,P005,Keyboard,Accessories,8,602.7,4821.6,10,4339.44,126,1,3471.55,Rainy,28.99,90,12.77,18.45,0,,1,0,,Summer
T7005,2024-07-07,P010,Shoes,Clothing,5,96.13,480.65,5,456.62,181,1,365.3,Snow,29.53,36,18.61,28.37,0,,1,0,,Summer
T5504,2024-07-07,P016,Bookshelf,Furniture,1,270.75,270.75,10,243.68,73,1,194.94,Cloudy,31.37,52,0.0,10.91,0,,1,0,,Summer
T8048,2024-07-07,P011,T-shirt,Clothing,5,62.31,311.55,15,264.82,114,0,264.82,Stormy,34.75,31,11.74,21.65,0,,1,0,,Summer
T8203,2024-07-07,P016,Bookshelf,Furniture,10,828.74,8287.4,5,7873.03,143,0,7873.03,Cloudy,24.64,57,0.0,23.0,0,,1,0,,Summer
T6667,2024-07-07,P015,Dining Table,Furniture,8,229.4,1835.2,15,1559.92,88,0,1559.92,Rainy,26.07,78,8.18,18.98,0,,1,0,,Summer
T4109,2024-07-07,P006,Blender,Home Appliances,7,75.42,527.94,5,501.54,92,0,501.54,Rainy,26.02,69,13.04,10.68,0,,1,0,,Summer
T4520,2024-07-07,P006,Blender,Home Appliances,4,861.07,3444.28,10,3099.85,200,1,2479.88,Cloudy,29.7,63,0.0,6.59,0,,1,0,,Summer
T2281,2024-07-08,P014,Sofa,Furniture,3,810.38,2431.14,10,2188.03,161,0,2188.03,Stormy,30.74,84,4.13,8.74,0,,0,0,,Summer
T8416,2024-07-08,P009,Coffee Machine,Home Appliances,1,28.51,28.51,0,28.51,75,0,28.51,Cloudy,28.26,45,0.0,16.49,0,,0,0,,Summer
T6917,2024-07-08,P010,Shoes,Clothing,2,673.87,1347.74,10,1212.97,196,0,1212.97,Rainy,32.11,64,6.72,29.5,0,,0,0,,Summer
T7396,2024-07-08,P002,Smartphone,Electronics,1,489.19,489.19,0,489.19,33,0,489.19,Cloudy,27.92,59,0.0,18.61,0,,0,0,,Summer
T3427,2024-07-08,P002,Smartphone,Electronics,9,142.12,1279.08,15,1087.22,11,1,869.78,Rainy,27.17,30,11.72,25.46,0,,0,0,,Summer
T6448,2024-07-08,P016,Bookshelf,Furniture,6,310.2,1861.2,5,1768.14,30,0,1768.14,Snow,28.53,48,18.09,26.73,0,,0,0,,Summer
T1620,2024-07-08,P017,Mattress,Furniture,8,187.3,1498.4,20,1198.72,171,0,1198.72,Rainy,27.07,80,9.46,10.58,0,,0,0,,Summer
T5868,2024-07-08,P011,T-shirt,Clothing,8,29.37,234.96,10,211.46,21,0,211.46,Cloudy,32.3,45,0.0,27.87,0,,0,0,,Summer
T3833,2024-07-08,P003,Headphones,Electronics,5,476.12,2380.6,15,2023.51,161,1,1618.81,Snow,25.28,72,13.28,8.79,0,,0,0,,Summer
T7602,2024-07-08,P001,Laptop,Electronics,1,422.74,422.74,0,422.74,71,0,422.74,Rainy,34.99,59,6.09,9.81,0,,0,0,,Summer
T4194,2024-07-09,P016,Bookshelf,Furniture,7,994.0,6958.0,5,6610.1,57,0,6610.1,Sunny,30.24,45,0.0,16.27,0,,0,0,,Summer
T9487,2024-07-09,P018,Toy Car,Toys,8,271.73,2173.84,5,2065.15,18,0,2065.15,Stormy,27.28,87,10.88,8.25,0,,0,0,,Summer
T4019,2024-07-09,P013,Winter Coat,Clothing,4,402.35,1609.4,15,1367.99,15,1,1094.39,Rainy,27.83,65,19.9,7.74,0,,0,0,,Summer
T9159,2024-07-09,P018,Toy Car,Toys,10,903.75,9037.5,0,9037.5,150,1,7230.0,Sunny,33.93,62,0.0,17.22,0,,0,0,,Summer
T3134,2024-07-09,P015,Dining Table,Furniture,3,998.35,2995.05,20,2396.04,191,1,1916.83,Stormy,23.23,76,11.45,23.8,0,,0,0,,Summer
T4575,2024-07-09,P009,Coffee Machine,Home Appliances,8,11.76,94.08,15,79.97,23,0,79.97,Snow,27.24,84,6.1,8.32,0,,0,0,,Summer
T9007,2024-07-09,P016,Bookshelf,Furniture,8,598.62,4788.96,20,3831.17,190,1,3064.94,Rainy,21.0,49,14.99,11.76,0,,0,0,,Summer
T1923,2024-07-09,P017,Mattress,Furniture,2,119.21,238.42,0,238.42,70,0,238.42,Cloudy,33.72,77,0.0,26.87,0,,0,0,,Summer
T3579,2024-07-09,P005,Keyboard,Accessories,5,545.63,2728.15,0,2728.15,86,1,2182.52,Stormy,31.24,45,3.12,26.5,0,,0,0,,Summer
T9775,2024-07-09,P005,Keyboard,Accessories,2,828.76,1657.52,5,1574.64,182,1,1259.71,Stormy,32.17,81,8.13,29.63,0,,0,0,,Summer
T2288,2024-07-10,P016,Bookshelf,Furniture,2,463.37,926.74,15,787.73,18,1,630.18,Stormy,24.86,77,16.94,17.44,0,,0,0,,Summer
T3351,2024-07-10,P003,Headphones,Electronics,1,767.83,767.83,20,614.26,152,0,614.26,Rainy,25.58,39,6.89,25.43,0,,0,0,,Summer
T1161,2024-07-10,P012,Jeans,Clothing,9,776.62,6989.58,15,5941.14,108,1,4752.91,Cloudy,32.46,43,0.0,22.4,0,,0,0,,Summer
T8540,2024-07-10,P010,Shoes,Clothing,6,536.65,3219.9,10,2897.91,39,0,2897.91,Snow,29.79,68,19.43,21.0,0,,0,0,,Summer
T2163,2024-07-10,P013,Winter Coat,Clothing,2,242.98,485.96,5,461.66,183,1,369.33,Snow,30.7,31,14.91,6.23,0,,0,0,,Summer
T6273,2024-07-10,P007,Vacuum Cleaner,Home Appliances,9,127.12,1144.08,0,1144.08,43,1,915.26,Cloudy,32.91,37,0.0,9.92,0,,0,0,,Summer
T1541,2024-07-10,P001,Laptop,Electronics,9,995.09,8955.81,0,8955.81,69,0,8955.81,Stormy,30.22,89,4.77,18.35,0,,0,0,,Summer
T9014,2024-07-10,P003,Headphones,Electronics,3,535.04,1605.12,20,1284.1,16,1,1027.28,Cloudy,33.11,39,0.0,28.57,0,,0,0,,Summer
T7001,2024-07-10,P001,Laptop,Electronics,4,519.31,2077.24,10,1869.52,49,0,1869.52,Cloudy,33.43,72,0.0,25.86,0,,0,0,,Summer
T2626,2024-07-10,P011,T-shirt,Clothing,4,963.84,3855.36,10,3469.82,185,0,3469.82,Rainy,31.72,41,10.42,28.54,0,,0,0,,Summer
T4441,2024-07-11,P016,Bookshelf,Furniture,3,234.59,703.77,0,703.77,111,0,703.77,Sunny,26.49,61,0.0,5.69,0,,0,0,,Summer
T3320,2024-07-11,P016,Bookshelf,Furniture,3,664.01,1992.03,0,1992.03,99,0,1992.03,Sunny,30.99,45,0.0,14.58,0,,0,0,,Summer
T5911,2024-07-11,P008,Air Fryer,Home Appliances,7,195.13,1365.91,15,1161.02,196,0,1161.02,Snow,22.03,36,4.59,10.35,0,,0,0,,Summer
T8960,2024-07-11,P017,Mattress,Furniture,5,81.93,409.65,0,409.65,34,1,327.72,Stormy,28.37,30,19.32,27.76,0,,0,0,,Summer
T1245,2024-07-11,P018,Toy Car,Toys,9,325.43,2928.87,20,2343.1,14,0,2343.1,Cloudy,25.67,44,0.0,21.64,0,,0,0,,Summer
T6358,2024-07-11,P002,Smartphone,Electronics,6,199.13,1194.78,0,1194.78,47,1,955.82,Snow,27.2,71,3.41,29.1,0,,0,0,,Summer
T4068,2024-07-11,P003,Headphones,Electronics,2,394.96,789.92,5,750.42,44,0,750.42,Stormy,34.48,66,8.07,20.79,0,,0,0,,Summer
T7255,2024-07-11,P013,Winter Coat,Clothing,6,953.17,5719.02,10,5147.12,124,1,4117.7,Sunny,21.87,58,0.0,6.22,0,,0,0,,Summer
T7339,2024-07-11,P014,Sofa,Furniture,6,17.42,104.52,5,99.29,94,0,99.29,Rainy,27.92,51,19.98,21.52,0,,0,0,,Summer
T7297,2024-07-11,P001,Laptop,Electronics,9,817.49,7357.41,0,7357.41,13,0,7357.41,Stormy,24.35,38,17.88,25.28,0,,0,0,,Summer
T3018,2024-07-12,P012,Jeans,Clothing,1,198.21,198.21,10,178.39,195,0,178.39,Cloudy,33.74,49,0.0,25.91,0,,0,0,,Summer
T6738,2024-07-12,P014,Sofa,Furniture,7,531.0,3717.0,5,3531.15,16,0,3531.15,Cloudy,31.95,43,0.0,20.59,0,,0,0,,Summer
T8107,2024-07-12,P018,Toy Car,Toys,6,945.88,5675.28,20,4540.22,31,1,3632.18,Snow,33.52,66,6.38,16.13,0,,0,0,,Summer
T1053,2024-07-12,P016,Bookshelf,Furniture,4,332.25,1329.0,20,1063.2,90,0,1063.2,Sunny,27.42,75,0.0,15.1,0,,0,0,,Summer
T4969,2024-07-12,P006,Blender,Home Appliances,10,59.33,593.3,5,563.63,12,0,563.63,Cloudy,23.78,67,0.0,26.52,0,,0,0,,Summer
T7583,2024-07-12,P001,Laptop,Electronics,8,382.82,3062.56,5,2909.43,34,0,2909.43,Stormy,30.9,53,1.52,24.54,0,,0,0,,Summer
T4037,2024-07-12,P008,Air Fryer,Home Appliances,1,553.13,553.13,15,470.16,155,0,470.16,Stormy,25.39,48,16.06,15.69,0,,0,0,,Summer
T3123,2024-07-12,P002,Smartphone,Electronics,6,455.72,2734.32,0,2734.32,172,1,2187.46,Cloudy,32.94,65,0.0,11.88,0,,0,0,,Summer
T4791,2024-07-12,P018,Toy Car,Toys,4,313.16,1252.64,5,1190.01,45,0,1190.01,Rainy,32.64,35,7.49,24.66,0,,0,0,,Summer
T4763,2024-07-12,P009,Coffee Machine,Home Appliances,9,665.5,5989.5,10,5390.55,96,0,5390.55,Sunny,26.12,67,0.0,6.99,0,,0,0,,Summer
T6576,2024-07-13,P010,Shoes,Clothing,4,375.86,1503.44,5,1428.27,134,0,1428.27,Snow,23.22,54,16.18,28.27,0,,1,0,,Summer
T8604,2024-07-13,P019,Doll,Toys,10,158.29,1582.9,20,1266.32,100,1,1013.06,Snow,25.89,56,0.14,26.84,0,,1,0,,Summer
T8221,2024-07-13,P004,Monitor,Electronics,8,258.96,2071.68,5,1968.1,96,1,1574.48,Rainy,27.13,40,7.43,25.5,0,,1,0,,Summer
T3900,2024-07-13,P018,Toy Car,Toys,10,492.21,4922.1,20,3937.68,24,1,3150.14,Rainy,27.42,68,9.78,6.79,0,,1,0,,Summer
T9993,2024-07-13,P009,Coffee Machine,Home Appliances,1,209.96,209.96,10,188.96,33,0,188.96,Rainy,34.38,54,0.78,11.18,0,,1,0,,Summer
T4938,2024-07-13,P002,Smartphone,Electronics,2,739.75,1479.5,15,1257.58,134,0,1257.58,Rainy,21.14,48,10.16,13.95,0,,1,0,,Summer
T8517,2024-07-13,P007,Vacuum Cleaner,Home Appliances,2,681.46,1362.92,15,1158.48,182,0,1158.48,Stormy,30.22,30,7.36,16.05,0,,1,0,,Summer
T7077,2024-07-13,P014,Sofa,Furniture,9,337.86,3040.74,20,2432.59,34,0,2432.59,Sunny,26.28,48,0.0,5.38,0,,1,0,,Summer
T2919,2024-07-13,P018,Toy Car,Toys,8,155.71,1245.68,0,1245.68,177,1,996.54,Stormy,33.62,55,13.45,17.9,0,,1,0,,Summer
T6345,2024-07-13,P015,Dining Table,Furniture,10,142.74,1427.4,0,1427.4,159,1,1141.92,Cloudy,25.3,89,0.0,19.11,0,,1,0,,Summer
T4792,2024-07-14,P013,Winter Coat,Clothing,3,632.75,1898.25,0,1898.25,155,1,1518.6,Snow,29.75,67,13.7,5.28,0,,1,0,,Summer
T5380,2024-07-14,P020,Board Game,Toys,2,849.51,1699.02,10,1529.12,129,1,1223.3,Snow,32.13,84,0.87,28.81,0,,1,0,,Summer
T2941,2024-07-14,P008,Air Fryer,Home Appliances,7,936.63,6556.41,15,5572.95,37,1,4458.36,Stormy,28.02,47,10.67,17.66,0,,1,0,,Summer
T5946,2024-07-14,P020,Board Game,Toys,3,945.84,2837.52,5,2695.64,147,1,2156.51,Rainy,26.58,77,10.32,19.56,0,,1,0,,Summer
T5604,2024-07-14,P011,T-shirt,Clothing,7,677.91,4745.37,5,4508.1,186,0,4508.1,Stormy,27.66,39,7.85,16.31,0,,1,0,,Summer
T6393,2024-07-14,P001,Laptop,Electronics,1,926.7,926.7,10,834.03,62,1,667.22,Snow,25.78,58,5.39,16.9,0,,1,0,,Summer
T1921,2024-07-14,P003,Headphones,Electronics,8,929.96,7439.68,5,7067.7,123,0,7067.7,Stormy,25.43,50,11.23,15.15,0,,1,0,,Summer
T2619,2024-07-14,P008,Air Fryer,Home Appliances,7,384.2,2689.4,5,2554.93,195,1,2043.94,Rainy,34.48,51,0.9,20.11,0,,1,0,,Summer
T1854,2024-07-14,P006,Blender,Home Appliances,5,51.63,258.15,20,206.52,81,0,206.52,Snow,24.11,67,17.71,14.84,0,,1,0,,Summer
T7522,2024-07-14,P009,Coffee Machine,Home Appliances,8,14.49,115.92,15,98.53,18,1,78.82,Stormy,32.55,89,3.24,26.43,0,,1,0,,Summer
T3543,2024-07-15,P004,Monitor,Electronics,1,791.0,791.0,15,672.35,33,1,537.88,Stormy,31.43,65,6.13,24.6,0,,0,0,,Summer
T2901,2024-07-15,P006,Blender,Home Appliances,8,556.1,4448.8,10,4003.92,198,0,4003.92,Stormy,25.58,39,18.42,23.86,0,,0,0,,Summer
T6955,2024-07-15,P006,Blender,Home Appliances,6,664.36,3986.16,0,3986.16,38,1,3188.93,Stormy,23.2,53,10.09,12.46,0,,0,0,,Summer
T6056,2024-07-15,P020,Board Game,Toys,2,699.26,1398.52,0,1398.52,183,1,1118.82,Sunny,30.83,65,0.0,12.89,0,,0,0,,Summer
T2350,2024-07-15,P011,T-shirt,Clothing,9,204.96,1844.64,20,1475.71,200,1,1180.57,Sunny,23.61,73,0.0,17.71,0,,0,0,,Summer
T2607,2024-07-15,P018,Toy Car,Toys,2,467.17,934.34,20,747.47,25,1,597.98,Snow,21.5,63,3.8,8.65,0,,0,0,,Summer
T8083,2024-07-15,P010,Shoes,Clothing,2,337.13,674.26,0,674.26,153,1,539.41,Sunny,32.32,85,0.0,18.79,0,,0,0,,Summer
T7446,2024-07-15,P008,Air Fryer,Home Appliances,3,407.6,1222.8,20,978.24,184,0,978.24,Sunny,31.55,88,0.0,23.99,0,,0,0,,Summer
T7216,2024-07-15,P011,T-shirt,Clothing,9,296.91,2672.19,10,2404.97,101,1,1923.98,Sunny,23.24,62,0.0,26.21,0,,0,0,,Summer
T6979,2024-07-15,P015,Dining Table,Furniture,8,756.32,6050.56,15,5142.98,77,1,4114.38,Rainy,33.33,80,5.16,14.92,0,,0,0,,Summer
T2136,2024-07-16,P018,Toy Car,Toys,1,607.95,607.95,15,516.76,173,0,516.76,Sunny,33.71,35,0.0,11.03,0,,0,0,,Summer
T2312,2024-07-16,P002,Smartphone,Electronics,7,504.54,3531.78,10,3178.6,95,0,3178.6,Rainy,31.22,69,16.87,8.18,0,,0,0,,Summer
T3206,2024-07-16,P014,Sofa,Furniture,6,861.37,5168.22,0,5168.22,61,1,4134.58,Stormy,21.97,61,4.53,27.23,0,,0,0,,Summer
T3952,2024-07-16,P012,Jeans,Clothing,10,406.7,4067.0,10,3660.3,65,0,3660.3,Snow,22.03,55,12.22,17.63,0,,0,0,,Summer
T7924,2024-07-16,P019,Doll,Toys,9,998.13,8983.17,15,7635.69,85,0,7635.69,Snow,20.74,60,7.79,15.38,0,,0,0,,Summer
T6102,2024-07-16,P001,Laptop,Electronics,7,498.04,3486.28,15,2963.34,60,0,2963.34,Cloudy,21.69,32,0.0,6.52,0,,0,0,,Summer
T2464,2024-07-16,P005,Keyboard,Accessories,3,745.89,2237.67,15,1902.02,15,0,1902.02,Sunny,29.74,37,0.0,16.45,0,,0,0,,Summer
T4328,2024-07-16,P003,Headphones,Electronics,10,607.97,6079.7,10,5471.73,13,1,4377.38,Stormy,20.26,66,17.29,28.02,0,,0,0,,Summer
T7071,2024-07-16,P011,T-shirt,Clothing,6,497.04,2982.24,10,2684.02,44,1,2147.22,Sunny,22.28,41,0.0,19.91,0,,0,0,,Summer
T4922,2024-07-16,P018,Toy Car,Toys,3,329.47,988.41,10,889.57,108,1,711.66,Rainy,28.84,45,16.26,25.29,0,,0,0,,Summer
T4191,2024-07-17,P003,Headphones,Electronics,7,582.46,4077.22,5,3873.36,92,0,3873.36,Sunny,26.26,82,0.0,7.61,0,,0,0,,Summer
T5616,2024-07-17,P007,Vacuum Cleaner,Home Appliances,1,413.57,413.57,10,372.21,53,0,372.21,Snow,30.45,33,11.6,27.23,0,,0,0,,Summer
T4240,2024-07-17,P003,Headphones,Electronics,2,771.07,1542.14,15,1310.82,77,1,1048.66,Rainy,29.01,50,4.09,18.57,0,,0,0,,Summer
T6867,2024-07-17,P012,Jeans,Clothing,3,747.8,2243.4,5,2131.23,71,1,1704.98,Cloudy,25.04,77,0.0,7.3,0,,0,0,,Summer
T5167,2024-07-17,P014,Sofa,Furniture,7,277.28,1940.96,10,1746.86,79,0,1746.86,Cloudy,24.92,71,0.0,26.97,0,,0,0,,Summer
T2876,2024-07-17,P005,Keyboard,Accessories,1,429.61,429.61,5,408.13,124,1,326.5,Stormy,27.83,57,12.73,5.35,0,,0,0,,Summer
T1022,2024-07-17,P017,Mattress,Furniture,8,41.3,330.4,10,297.36,168,1,237.89,Cloudy,24.6,77,0.0,15.1,0,,0,0,,Summer
T9953,2024-07-17,P015,Dining Table,Furniture,3,824.56,2473.68,20,1978.94,147,1,1583.15,Stormy,25.8,32,9.71,9.36,0,,0,0,,Summer
T4976,2024-07-17,P019,Doll,Toys,2,224.62,449.24,0,449.24,47,1,359.39,Sunny,26.33,32,0.0,19.32,0,,0,0,,Summer
T8831,2024-07-17,P001,Laptop,Electronics,7,572.53,4007.71,15,3406.55,18,0,3406.55,Stormy,28.53,84,7.19,8.72,0,,0,0,,Summer
T1472,2024-07-18,P004,Monitor,Electronics,8,660.31,5282.48,20,4225.98,180,1,3380.78,Stormy,33.67,38,13.65,29.79,0,,0,0,,Summer
T7883,2024-07-18,P007,Vacuum Cleaner,Home Appliances,2,38.15,76.3,5,72.48,52,1,57.98,Sunny,25.06,46,0.0,6.5,0,,0,0,,Summer
T9117,2024-07-18,P011,T-shirt,Clothing,4,779.46,3117.84,20,2494.27,144,0,2494.27,Rainy,30.67,35,16.86,10.07,0,,0,0,,Summer
T7962,2024-07-18,P012,Jeans,Clothing,1,674.34,674.34,10,606.91,114,0,606.91,Sunny,21.23,54,0.0,26.24,0,,0,0,,Summer
T4822,2024-07-18,P002,Smartphone,Electronics,1,916.43,916.43,0,916.43,76,1,733.14,Snow,28.53,48,9.02,18.65,0,,0,0,,Summer
T7389,2024-07-18,P009,Coffee Machine,Home Appliances,8,170.32,1362.56,10,1226.3,172,1,981.04,Rainy,30.26,90,2.44,25.09,0,,0,0,,Summer
T3756,2024-07-18,P002,Smartphone,Electronics,7,106.5,745.5,10,670.95,33,0,670.95,Stormy,31.76,33,4.38,17.18,0,,0,0,,Summer
T9748,2024-07-18,P015,Dining Table,Furniture,2,794.34,1588.68,10,1429.81,44,0,1429.81,Sunny,21.53,88,0.0,20.78,0,,0,0,,Summer
T4024,2024-07-18,P008,Air Fryer,Home Appliances,10,485.26,4852.6,20,3882.08,19,1,3105.66,Snow,22.06,63,10.91,26.08,0,,0,0,,Summer
T3111,2024-07-18,P016,Bookshelf,Furniture,10,251.09,2510.9,0,2510.9,101,1,2008.72,Cloudy,25.32,40,0.0,26.44,0,,0,0,,Summer
T9725,2024-07-19,P007,Vacuum Cleaner,Home Appliances,8,289.08,2312.64,10,2081.38,31,1,1665.1,Rainy,30.26,48,15.33,7.61,0,,0,0,,Summer
T8173,2024-07-19,P003,Headphones,Electronics,8,468.03,3744.24,0,3744.24,55,1,2995.39,Stormy,25.27,81,19.64,28.21,0,,0,0,,Summer
T7217,2024-07-19,P020,Board Game,Toys,1,257.57,257.57,10,231.81,70,0,231.81,Rainy,22.35,80,2.86,11.82,0,,0,0,,Summer
T8372,2024-07-19,P008,Air Fryer,Home Appliances,8,83.62,668.96,5,635.51,160,0,635.51,Rainy,28.8,56,0.71,18.47,0,,0,0,,Summer
T9643,2024-07-19,P005,Keyboard,Accessories,10,214.31,2143.1,0,2143.1,23,1,1714.48,Snow,33.11,81,1.22,10.96,0,,0,0,,Summer
T5587,2024-07-19,P020,Board Game,Toys,6,114.21,685.26,0,685.26,171,0,685.26,Cloudy,30.74,78,0.0,12.08,0,,0,0,,Summer
T3764,2024-07-19,P016,Bookshelf,Furniture,8,336.72,2693.76,15,2289.7,58,1,1831.76,Cloudy,33.96,68,0.0,21.82,0,,0,0,,Summer
T7190,2024-07-19,P019,Doll,Toys,6,970.81,5824.86,0,5824.86,147,0,5824.86,Snow,33.33,64,12.54,18.04,0,,0,0,,Summer
T5732,2024-07-19,P016,Bookshelf,Furniture,3,352.2,1056.6,0,1056.6,176,1,845.28,Cloudy,20.68,49,0.0,20.09,0,,0,0,,Summer
T5682,2024-07-19,P006,Blender,Home Appliances,1,762.54,762.54,5,724.41,98,0,724.41,Sunny,31.48,69,0.0,27.51,0,,0,0,,Summer
T7854,2024-07-20,P014,Sofa,Furniture,5,256.12,1280.6,15,1088.51,139,1,870.81,Stormy,29.27,71,0.45,17.51,0,,1,0,,Summer
T9824,2024-07-20,P016,Bookshelf,Furniture,6,40.65,243.9,20,195.12,20,1,156.1,Rainy,25.89,49,12.41,27.99,0,,1,0,,Summer
T7253,2024-07-20,P013,Winter Coat,Clothing,9,621.95,5597.55,10,5037.8,200,0,5037.8,Stormy,31.72,61,6.12,24.23,0,,1,0,,Summer
T1562,2024-07-20,P001,Laptop,Electronics,7,42.13,294.91,20,235.93,66,1,188.74,Sunny,30.86,51,0.0,27.77,0,,1,0,,Summer
T9250,2024-07-20,P019,Doll,Toys,1,924.8,924.8,15,786.08,38,1,628.86,Stormy,23.27,84,1.42,21.88,0,,1,0,,Summer
T5888,2024-07-20,P003,Headphones,Electronics,3,464.74,1394.22,5,1324.51,91,0,1324.51,Stormy,31.37,63,16.0,27.41,0,,1,0,,Summer
T6374,2024-07-20,P018,Toy Car,Toys,10,768.17,7681.7,10,6913.53,84,0,6913.53,Sunny,24.58,71,0.0,14.33,0,,1,0,,Summer
T8786,2024-07-20,P017,Mattress,Furniture,7,268.07,1876.49,15,1595.02,165,1,1276.02,Stormy,33.92,66,7.99,25.23,0,,1,0,,Summer
T3056,2024-07-20,P011,T-shirt,Clothing,5,284.68,1423.4,0,1423.4,171,0,1423.4,Snow,26.81,45,7.57,6.29,0,,1,0,,Summer
T9618,2024-07-20,P002,Smartphone,Electronics,4,976.4,3905.6,5,3710.32,77,1,2968.26,Stormy,28.79,30,15.87,11.07,0,,1,0,,Summer
T6370,2024-07-21,P017,Mattress,Furniture,4,508.25,2033.0,0,2033.0,13,0,2033.0,Snow,28.39,47,10.93,9.49,0,,1,0,,Summer
T7733,2024-07-21,P006,Blender,Home Appliances,5,447.43,2237.15,20,1789.72,56,1,1431.78,Snow,24.79,63,9.1,17.57,0,,1,0,,Summer
T1479,2024-07-21,P018,Toy Car,Toys,1,580.81,580.81,20,464.65,38,0,464.65,Cloudy,20.89,71,0.0,16.32,0,,1,0,,Summer
T2273,2024-07-21,P020,Board Game,Toys,8,513.96,4111.68,10,3700.51,172,1,2960.41,Stormy,21.28,86,11.11,12.66,0,,1,0,,Summer
T5774,2024-07-21,P010,Shoes,Clothing,2,866.2,1732.4,15,1472.54,115,0,1472.54,Stormy,30.01,31,5.69,25.73,0,,1,0,,Summer
T5955,2024-07-21,P010,Shoes,Clothing,7,70.36,492.52,20,394.02,55,1,315.22,Sunny,24.08,40,0.0,27.92,0,,1,0,,Summer
T3139,2024-07-21,P013,Winter Coat,Clothing,7,979.43,6856.01,15,5827.61,17,1,4662.09,Snow,25.54,74,8.1,23.01,0,,1,0,,Summer
T6716,2024-07-21,P016,Bookshelf,Furniture,3,776.13,2328.39,5,2211.97,63,0,2211.97,Cloudy,27.6,76,0.0,19.48,0,,1,0,,Summer
T6752,2024-07-21,P005,Keyboard,Accessories,3,489.65,1468.95,15,1248.61,132,1,998.89,Sunny,33.78,40,0.0,11.0,0,,1,0,,Summer
T1491,2024-07-21,P002,Smartphone,Electronics,2,233.7,467.4,10,420.66,89,1,336.53,Snow,33.41,77,13.14,23.89,0,,1,0,,Summer
T1087,2024-07-22,P003,Headphones,Electronics,9,962.72,8664.48,5,8231.26,52,0,8231.26,Snow,27.55,60,6.31,29.63,0,,0,0,,Summer
T3626,2024-07-22,P015,Dining Table,Furniture,9,709.5,6385.5,20,5108.4,189,1,4086.72,Snow,22.31,90,8.9,27.28,0,,0,0,,Summer
T4649,2024-07-22,P020,Board Game,Toys,6,860.24,5161.44,5,4903.37,153,1,3922.7,Cloudy,23.01,80,0.0,20.76,0,,0,0,,Summer
T2475,2024-07-22,P005,Keyboard,Accessories,6,133.57,801.42,0,801.42,131,1,641.14,Stormy,31.88,80,5.68,27.96,0,,0,0,,Summer
T2994,2024-07-22,P016,Bookshelf,Furniture,3,665.75,1997.25,10,1797.53,175,0,1797.53,Cloudy,30.06,74,0.0,15.45,0,,0,0,,Summer
T1554,2024-07-22,P019,Doll,Toys,6,932.46,5594.76,0,5594.76,81,1,4475.81,Rainy,20.55,53,13.34,28.51,0,,0,0,,Summer
T2112,2024-07-22,P019,Doll,Toys,7,126.31,884.17,10,795.75,35,0,795.75,Stormy,20.48,66,19.92,11.13,0,,0,0,,Summer
