Transaction ID,Date,Product Name,Quantity Sold,Sales Price per Unit ($),Discount (%),Stock After Sale,Returned,Weather Condition,Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed (km/h),Is Holiday,Is Weekend,Is Special Event,Season,Category,Total Sales ($),Total Sales After Discount ($),Net Sales Value ($),Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,Future_7_Day_Sales,Month,Monthly Sales
T2113,2026-01-18,Action Figure,18,810.31,0,328,1,Sunny,6.56,41,13.86,0.13,1,1,0,Summer,Toys,14585.579999999998,14585.579999999998,13775.269999999999,14.0,12.0,13.0,12.0,2026-01,27
T2114,2026-01-19,Board Game,14,615.53,20,32,1,Stormy,-2.65,17,10.51,93.38,0,1,0,Winter,Toys,8617.42,6893.936000000001,6278.406000000001,19.0,10.0,4.0,17.0,2026-01,14
T2115,2026-01-20,Smartphone,3,302.79,0,57,0,Sunny,-4.54,94,4.39,30.6,1,1,0,Summer,Electronics,908.3700000000001,908.3700000000001,908.3700000000001,19.0,6.0,11.0,18.0,2026-01,22
T2116,2026-01-21,Dining Table,12,263.19,0,166,0,Rainy,-4.0,27,7.79,19.66,1,0,1,Spring,Furniture,3158.2799999999997,3158.2799999999997,3158.2799999999997,16.0,4.0,3.0,4.0,2026-01,40
T2117,2026-01-22,Action Figure,9,334.15,5,188,0,Cloudy,-4.62,87,38.44,26.81,0,0,0,Spring,Toys,3007.35,2856.9824999999996,2856.9824999999996,18.0,17.0,19.0,15.0,2026-01,27
T2118,2026-01-23,Toy Car,7,172.97,5,342,1,Cloudy,-0.03,24,35.94,33.04,1,1,0,Fall,Toys,1210.79,1150.2504999999999,977.2804999999998,5.0,13.0,17.0,3.0,2026-01,31
T2119,2026-01-24,Monitor,9,189.36,0,482,1,Snow,5.78,35,2.29,47.45,0,0,0,Spring,Electronics,1704.2400000000002,1704.2400000000002,1514.88,15.0,8.0,11.0,9.0,2026-01,24
T2120,2026-01-25,Blender,13,792.78,10,19,0,Rainy,4.95,62,10.16,6.94,0,1,0,Fall,Kitchen,10306.14,9275.526,9275.526,5.0,8.0,12.0,19.0,2026-01,50
T2121,2026-01-26,Wardrobe,18,390.89,5,116,0,Sunny,39.41,53,28.02,5.27,0,0,0,Summer,Furniture,7036.0199999999995,6684.218999999999,6684.218999999999,7.0,9.0,3.0,1.0,2026-01,42
T2122,2026-01-27,T-shirt,5,441.64,20,468,0,Sunny,8.77,41,16.13,29.29,1,0,0,Winter,Clothing,2208.2,1766.56,1766.56,11.0,19.0,5.0,13.0,2026-01,5
T2123,2026-01-28,Blender,13,598.11,15,184,0,Snow,0.73,37,41.16,29.58,0,0,0,Spring,Kitchen,7775.43,6609.1155,6609.1155,13.0,4.0,6.0,2.0,2026-01,50
T2124,2026-01-29,Headphones,4,593.76,5,270,0,Snow,19.55,48,39.25,11.76,1,0,0,Winter,Electronics,2375.04,2256.288,2256.288,16.0,11.0,14.0,14.0,2026-01,51
T2125,2026-01-30,Camera,2,76.7,0,33,0,Sunny,33.61,41,44.58,40.48,1,0,0,Fall,Electronics,153.4,153.4,153.4,17.0,19.0,10.0,1.0,2026-01,2
T2126,2026-01-31,Headphones,16,833.23,10,10,1,Sunny,25.51,86,28.15,28.4,1,1,1,Summer,Electronics,13331.68,11998.512,11165.282000000001,4.0,12.0,11.0,18.0,2026-01,51
T2127,2026-02-01,Camera,9,185.55,15,80,0,Rainy,8.32,88,17.6,2.61,1,0,0,Spring,Electronics,1669.95,1419.4575,1419.4575,2.0,3.0,3.0,16.0,2026-02,18
T2128,2026-02-02,Camera,9,725.84,5,192,0,Snow,20.27,27,30.3,88.57,0,0,0,Winter,Electronics,6532.56,6205.932,6205.932,9.0,17.0,12.0,6.0,2026-02,18
T2129,2026-02-03,Television,6,774.94,10,320,0,Rainy,27.17,79,4.46,88.6,0,0,0,Fall,Electronics,4649.64,4184.676,4184.676,3.0,16.0,6.0,11.0,2026-02,19
T2130,2026-02-04,Wardrobe,11,717.75,10,190,0,Sunny,27.76,20,0.48,20.92,1,0,1,Winter,Furniture,7895.25,7105.725,7105.725,18.0,15.0,3.0,11.0,2026-02,42
T2131,2026-02-05,Smartphone,1,583.19,10,68,0,Stormy,24.99,41,0.85,16.29,0,0,1,Spring,Electronics,583.19,524.8710000000001,524.8710000000001,3.0,13.0,12.0,15.0,2026-02,1
T2132,2026-02-06,Blender,4,24.46,0,475,0,Stormy,34.19,29,20.38,54.73,1,1,0,Winter,Kitchen,97.84,97.84,97.84,13.0,19.0,4.0,2.0,2026-02,4
T2133,2026-02-07,Television,13,366.77,20,348,0,Sunny,34.15,49,11.4,63.08,1,1,1,Summer,Electronics,4768.01,3814.4080000000004,3814.4080000000004,6.0,17.0,17.0,10.0,2026-02,19
T2134,2026-02-08,Watch,13,608.79,10,125,1,Snow,21.05,17,7.87,95.75,0,1,1,Spring,Clothing,7914.2699999999995,7122.843,6514.053,12.0,14.0,13.0,14.0,2026-02,26
T2135,2026-02-09,Sofa,13,393.58,15,427,0,Stormy,14.34,44,30.77,37.73,1,0,0,Fall,Furniture,5116.54,4349.059,4349.059,9.0,3.0,17.0,5.0,2026-02,13
T2136,2026-02-10,Monitor,2,864.85,5,336,1,Snow,23.87,78,49.75,61.82,0,0,1,Spring,Electronics,1729.7,1643.215,778.3649999999999,9.0,8.0,17.0,11.0,2026-02,11
T2137,2026-02-11,Monitor,9,315.71,15,59,1,Stormy,31.82,87,8.89,87.82,1,1,1,Fall,Electronics,2841.39,2415.1814999999997,2099.4714999999997,2.0,16.0,4.0,6.0,2026-02,11
T2138,2026-02-12,Bookshelf,8,300.6,0,436,1,Snow,-4.75,30,27.32,45.0,1,1,0,Fall,Furniture,2404.8,2404.8,2104.2000000000003,19.0,2.0,1.0,8.0,2026-02,8
T2139,2026-02-13,Board Game,7,273.34,0,97,0,Stormy,39.64,33,5.99,12.23,1,1,0,Spring,Toys,1913.3799999999999,1913.3799999999999,1913.3799999999999,14.0,7.0,15.0,18.0,2026-02,8
T2140,2026-02-14,Microwave,4,339.45,15,496,0,Snow,3.23,26,46.71,37.74,1,1,1,Fall,Kitchen,1357.8,1154.1299999999999,1154.1299999999999,13.0,11.0,9.0,15.0,2026-02,50
T2141,2026-02-15,Microwave,18,561.83,20,275,0,Rainy,16.16,27,14.59,13.66,0,0,0,Spring,Kitchen,10112.94,8090.352000000001,8090.352000000001,4.0,10.0,7.0,9.0,2026-02,50
T2142,2026-02-16,Toy Car,3,709.95,0,149,0,Snow,34.24,21,43.92,1.66,1,1,0,Summer,Toys,2129.8500000000004,2129.8500000000004,2129.8500000000004,7.0,6.0,16.0,7.0,2026-02,11
T2143,2026-02-17,Laptop,6,665.94,0,278,0,Rainy,5.13,25,14.15,75.16,1,0,0,Summer,Electronics,3995.6400000000003,3995.6400000000003,3995.6400000000003,10.0,2.0,2.0,5.0,2026-02,6
T2144,2026-02-18,Headphones,12,809.64,15,265,0,Rainy,16.46,13,40.3,23.84,0,1,1,Winter,Electronics,9715.68,8258.328,8258.328,16.0,4.0,8.0,12.0,2026-02,12
T2145,2026-02-19,Microwave,12,887.05,0,9,0,Sunny,0.97,98,10.47,0.2,1,0,0,Summer,Kitchen,10644.599999999999,10644.599999999999,10644.599999999999,18.0,12.0,5.0,15.0,2026-02,50
T2146,2026-02-20,Toy Car,8,817.92,20,457,0,Rainy,12.78,43,14.64,87.24,1,0,1,Fall,Toys,6543.36,5234.688,5234.688,3.0,10.0,5.0,19.0,2026-02,11
T2147,2026-02-21,Board Game,1,28.76,20,283,0,Cloudy,2.97,55,9.62,44.38,1,0,1,Winter,Toys,28.76,23.008000000000003,23.008000000000003,7.0,15.0,5.0,12.0,2026-02,8
T2148,2026-02-22,Microwave,4,738.56,20,273,0,Rainy,11.36,84,13.21,23.89,1,1,0,Winter,Kitchen,2954.24,2363.392,2363.392,12.0,9.0,1.0,17.0,2026-02,50
T2149,2026-02-23,Wardrobe,11,216.32,5,428,1,Snow,11.81,86,41.74,26.28,1,0,1,Spring,Furniture,2379.52,2260.544,2044.224,11.0,6.0,19.0,11.0,2026-02,42
T2150,2026-02-24,Wardrobe,3,141.6,20,301,0,Rainy,39.69,40,31.95,24.05,1,0,0,Winter,Furniture,424.79999999999995,339.84,339.84,11.0,8.0,8.0,19.0,2026-02,42
T2151,2026-02-25,Watch,13,642.1,20,8,0,Snow,39.77,34,20.29,19.46,0,1,0,Spring,Clothing,8347.300000000001,6677.840000000001,6677.840000000001,13.0,19.0,13.0,11.0,2026-02,26
T2152,2026-02-26,Wardrobe,17,326.55,5,208,0,Snow,0.17,83,48.58,84.12,1,1,0,Winter,Furniture,5551.35,5273.7825,5273.7825,3.0,12.0,8.0,9.0,2026-02,42
T2153,2026-02-27,Action Figure,10,66.55,10,402,1,Cloudy,27.67,33,23.24,17.03,0,1,0,Summer,Toys,665.5,598.95,532.4000000000001,9.0,1.0,17.0,15.0,2026-02,10
T2154,2026-02-28,Microwave,12,146.25,0,125,0,Rainy,-2.67,74,48.49,56.19,1,1,0,Spring,Kitchen,1755.0,1755.0,1755.0,4.0,17.0,5.0,18.0,2026-02,50
T2155,2026-03-01,Coffee Maker,15,10.92,20,123,0,Rainy,-3.64,34,9.83,7.73,0,1,1,Fall,Kitchen,163.8,131.04000000000002,131.04000000000002,10.0,9.0,8.0,4.0,2026-03,46
T2156,2026-03-02,Toy Car,10,904.19,0,33,1,Stormy,-0.26,37,45.23,94.95,0,1,1,Winter,Toys,9041.900000000001,9041.900000000001,8137.710000000001,8.0,4.0,1.0,3.0,2026-03,27
T2157,2026-03-03,Television,14,34.37,15,1,0,Stormy,38.45,45,0.69,60.33,0,0,0,Summer,Electronics,481.17999999999995,409.00299999999993,409.00299999999993,13.0,13.0,15.0,10.0,2026-03,43
T2158,2026-03-04,Wardrobe,13,217.36,0,204,1,Sunny,37.34,91,27.27,90.32,0,0,1,Summer,Furniture,2825.6800000000003,2825.6800000000003,2608.32,17.0,17.0,7.0,3.0,2026-03,24
T2159,2026-03-05,Board Game,5,422.1,5,6,1,Snow,3.73,15,21.15,39.79,1,1,1,Spring,Toys,2110.5,2004.975,1582.875,1.0,14.0,15.0,13.0,2026-03,5
T2160,2026-03-06,Coffee Maker,6,363.01,0,297,1,Cloudy,2.28,75,26.25,81.07,1,1,1,Spring,Kitchen,2178.06,2178.06,1815.05,15.0,13.0,13.0,7.0,2026-03,46
T2161,2026-03-07,Laptop,2,912.61,0,439,1,Stormy,5.82,76,27.67,85.37,1,0,1,Spring,Electronics,1825.22,1825.22,912.61,6.0,14.0,13.0,17.0,2026-03,2
T2162,2026-03-08,Television,17,49.89,0,5,0,Rainy,18.2,81,19.45,70.29,0,0,0,Fall,Electronics,848.13,848.13,848.13,14.0,5.0,17.0,11.0,2026-03,43
T2163,2026-03-09,Bookshelf,4,517.09,10,443,1,Sunny,20.64,57,49.91,9.29,0,0,0,Fall,Furniture,2068.36,1861.5240000000001,1344.4340000000002,8.0,2.0,8.0,15.0,2026-03,34
T2164,2026-03-10,Microwave,14,683.67,10,80,1,Cloudy,4.97,92,48.83,1.61,0,1,0,Fall,Kitchen,9571.38,8614.242,7930.572,12.0,17.0,17.0,19.0,2026-03,14
T2165,2026-03-11,Action Figure,10,932.38,15,274,0,Rainy,29.05,79,48.09,16.86,0,0,1,Winter,Toys,9323.8,7925.23,7925.23,10.0,3.0,17.0,11.0,2026-03,26
T2166,2026-03-12,Camera,3,624.17,5,177,0,Rainy,8.93,87,48.95,11.81,0,0,1,Fall,Electronics,1872.5099999999998,1778.8844999999997,1778.8844999999997,9.0,2.0,11.0,6.0,2026-03,18
T2167,2026-03-13,T-shirt,3,805.72,0,338,0,Snow,36.5,76,39.65,72.51,0,1,0,Spring,Clothing,2417.16,2417.16,2417.16,5.0,4.0,9.0,6.0,2026-03,3
T2168,2026-03-14,Action Figure,15,92.89,0,321,1,Snow,24.55,57,49.43,55.7,0,1,0,Summer,Toys,1393.35,1393.35,1300.4599999999998,10.0,2.0,8.0,3.0,2026-03,26
T2169,2026-03-15,Watch,6,392.08,0,339,0,Stormy,14.64,74,44.62,52.6,1,1,1,Summer,Clothing,2352.48,2352.48,2352.48,13.0,13.0,2.0,2.0,2026-03,6
T2170,2026-03-16,Coffee Maker,17,380.21,0,438,1,Stormy,30.55,53,20.8,25.29,0,0,0,Spring,Kitchen,6463.57,6463.57,6083.36,6.0,15.0,13.0,12.0,2026-03,46
T2171,2026-03-17,Sofa,12,887.43,10,445,1,Rainy,31.81,72,39.24,15.46,1,1,1,Fall,Furniture,10649.16,9584.244,8696.814,13.0,6.0,3.0,10.0,2026-03,41
T2172,2026-03-18,Wardrobe,11,159.86,15,136,0,Rainy,8.07,55,45.6,20.65,1,0,0,Fall,Furniture,1758.46,1494.691,1494.691,13.0,7.0,15.0,12.0,2026-03,24
T2173,2026-03-19,Sofa,4,160.37,20,387,0,Stormy,10.29,28,35.63,40.03,0,0,0,Spring,Furniture,641.48,513.1840000000001,513.1840000000001,12.0,13.0,12.0,11.0,2026-03,41
T2174,2026-03-20,Sneakers,6,335.27,5,25,0,Stormy,37.12,73,21.14,74.01,0,1,1,Summer,Clothing,2011.62,1911.0389999999998,1911.0389999999998,4.0,7.0,4.0,11.0,2026-03,6
T2175,2026-03-21,Action Figure,1,63.92,0,325,0,Rainy,2.41,92,3.29,25.45,0,0,0,Winter,Toys,63.92,63.92,63.92,15.0,2.0,7.0,11.0,2026-03,26
T2176,2026-03-22,Sofa,16,190.63,15,183,0,Cloudy,-3.1,82,40.48,69.86,0,1,0,Summer,Furniture,3050.08,2592.5679999999998,2592.5679999999998,4.0,19.0,16.0,15.0,2026-03,41
T2177,2026-03-23,Camera,15,965.56,20,168,0,Rainy,15.43,80,47.64,49.15,1,1,0,Fall,Electronics,14483.4,11586.720000000001,11586.720000000001,3.0,6.0,18.0,17.0,2026-03,18
T2178,2026-03-24,Toy Car,17,433.9,15,467,1,Cloudy,31.05,59,18.12,88.54,0,1,0,Summer,Toys,7376.299999999999,6269.855,5835.955,10.0,18.0,8.0,12.0,2026-03,27
T2179,2026-03-25,Coffee Maker,8,635.7,10,338,1,Cloudy,29.73,72,7.6,23.29,1,1,0,Fall,Kitchen,5085.6,4577.040000000001,3941.340000000001,17.0,13.0,16.0,10.0,2026-03,46
T2180,2026-03-26,Television,12,728.85,20,178,0,Rainy,36.38,50,16.33,45.09,0,0,0,Summer,Electronics,8746.2,6996.960000000001,6996.960000000001,17.0,15.0,7.0,8.0,2026-03,43
T2181,2026-03-27,Bookshelf,10,373.29,15,373,1,Sunny,18.99,16,29.13,9.67,1,1,1,Spring,Furniture,3732.9,3172.965,2799.675,4.0,19.0,5.0,18.0,2026-03,34
T2182,2026-03-28,Bookshelf,15,155.75,10,95,1,Stormy,-0.5,18,15.85,33.52,1,0,1,Fall,Furniture,2336.25,2102.625,1946.875,10.0,9.0,16.0,11.0,2026-03,34
T2183,2026-03-29,Sofa,9,214.52,15,33,1,Snow,21.49,13,30.53,50.69,1,0,1,Winter,Furniture,1930.68,1641.078,1426.558,16.0,1.0,12.0,3.0,2026-03,41
T2184,2026-03-30,Monitor,2,320.13,15,111,1,Rainy,30.03,98,48.34,73.27,1,1,1,Winter,Electronics,640.26,544.221,224.091,9.0,2.0,17.0,17.0,2026-03,2
T2185,2026-03-31,Bookshelf,5,639.71,20,146,1,Cloudy,-0.8,58,33.54,19.81,1,0,1,Spring,Furniture,3198.55,2558.84,1919.13,15.0,18.0,18.0,15.0,2026-03,34
T2186,2026-04-01,Watch,6,404.3,10,381,1,Rainy,2.77,85,18.13,21.81,0,1,0,Summer,Clothing,2425.8,2183.2200000000003,1778.9200000000003,6.0,17.0,11.0,1.0,2026-04,22
T2187,2026-04-02,Sofa,7,16.75,0,441,0,Stormy,-4.45,15,46.79,63.16,0,1,0,Spring,Furniture,117.25,117.25,117.25,9.0,1.0,18.0,13.0,2026-04,26
T2188,2026-04-03,Wardrobe,1,528.17,5,231,0,Cloudy,21.71,91,28.28,38.25,0,1,1,Spring,Furniture,528.17,501.76149999999996,501.76149999999996,11.0,18.0,9.0,16.0,2026-04,12
T2189,2026-04-04,Sneakers,7,922.3,20,272,0,Snow,34.9,30,6.42,48.21,1,0,0,Winter,Clothing,6456.099999999999,5164.88,5164.88,6.0,3.0,12.0,18.0,2026-04,7
T2190,2026-04-05,Monitor,12,813.96,10,336,1,Snow,25.18,24,24.95,83.61,0,1,0,Winter,Electronics,9767.52,8790.768,7976.808,2.0,18.0,14.0,13.0,2026-04,18
T2191,2026-04-06,Microwave,16,826.96,15,495,0,Snow,39.19,76,32.68,49.91,1,1,0,Fall,Kitchen,13231.36,11246.656,11246.656,14.0,13.0,6.0,13.0,2026-04,40
T2192,2026-04-07,T-shirt,16,797.11,10,38,0,Sunny,-2.16,75,41.91,65.25,1,0,0,Fall,Clothing,12753.76,11478.384,11478.384,3.0,5.0,5.0,6.0,2026-04,41
T2193,2026-04-08,Headphones,11,330.49,5,425,0,Cloudy,35.64,65,46.82,65.68,0,1,0,Fall,Electronics,3635.3900000000003,3453.6205,3453.6205,12.0,16.0,2.0,2.0,2026-04,28
T2194,2026-04-09,Monitor,4,767.54,5,135,1,Cloudy,31.63,77,15.87,80.36,1,1,1,Spring,Electronics,3070.16,2916.6519999999996,2149.1119999999996,12.0,12.0,19.0,6.0,2026-04,18
T2195,2026-04-10,Board Game,13,151.73,0,334,0,Sunny,9.14,41,7.78,63.81,0,1,1,Spring,Toys,1972.4899999999998,1972.4899999999998,1972.4899999999998,5.0,2.0,19.0,5.0,2026-04,13
T2196,2026-04-11,Blender,7,661.14,0,235,1,Cloudy,38.81,75,3.69,6.48,1,1,0,Fall,Kitchen,4627.98,4627.98,3966.8399999999997,4.0,18.0,7.0,3.0,2026-04,7
T2197,2026-04-12,Television,4,645.15,5,437,0,Sunny,7.96,38,36.92,34.22,0,1,1,Winter,Electronics,2580.6,2451.5699999999997,2451.5699999999997,12.0,17.0,8.0,13.0,2026-04,4
T2198,2026-04-13,Microwave,15,35.31,20,319,0,Rainy,35.02,75,39.76,98.93,1,1,1,Winter,Kitchen,529.6500000000001,423.7200000000001,423.7200000000001,16.0,4.0,11.0,4.0,2026-04,40
T2199,2026-04-14,Sofa,19,790.09,20,368,0,Stormy,34.63,43,20.47,19.65,0,0,1,Summer,Furniture,15011.710000000001,12009.368000000002,12009.368000000002,7.0,9.0,3.0,10.0,2026-04,26
T2200,2026-04-15,Action Figure,9,904.22,15,345,1,Snow,29.09,36,19.8,58.67,0,1,1,Fall,Toys,8137.9800000000005,6917.283,6013.063,1.0,14.0,14.0,8.0,2026-04,9
T2201,2026-04-16,Wardrobe,11,274.74,0,160,1,Sunny,20.36,69,47.71,84.29,1,1,0,Spring,Furniture,3022.1400000000003,3022.1400000000003,2747.4000000000005,1.0,11.0,15.0,12.0,2026-04,12
T2202,2026-04-17,Dining Table,8,814.27,15,38,1,Sunny,0.4,48,45.83,58.66,1,1,1,Summer,Furniture,6514.16,5537.036,4722.766,12.0,7.0,8.0,15.0,2026-04,8
T2203,2026-04-18,T-shirt,1,91.58,0,150,1,Sunny,18.94,53,11.66,37.23,1,1,0,Summer,Clothing,91.58,91.58,0.0,16.0,11.0,15.0,4.0,2026-04,41
T2204,2026-04-19,Bookshelf,8,603.97,5,400,1,Rainy,11.06,91,39.04,8.02,0,0,1,Summer,Furniture,4831.76,4590.172,3986.2019999999993,5.0,17.0,3.0,5.0,2026-04,8
T2205,2026-04-20,Smartphone,13,490.79,20,308,0,Sunny,30.65,45,31.14,36.17,0,1,1,Fall,Electronics,6380.27,5104.216,5104.216,1.0,2.0,13.0,4.0,2026-04,13
T2206,2026-04-21,Coffee Maker,4,550.46,20,29,0,Stormy,29.12,28,7.71,18.21,1,0,0,Fall,Kitchen,2201.84,1761.4720000000002,1761.4720000000002,8.0,14.0,1.0,5.0,2026-04,4
T2207,2026-04-22,T-shirt,8,926.94,5,144,1,Stormy,35.98,54,17.84,96.09,0,1,0,Fall,Clothing,7415.52,7044.744,6117.804,1.0,12.0,19.0,17.0,2026-04,41
T2208,2026-04-23,Watch,3,872.6,15,76,1,Snow,-4.33,93,8.87,71.5,0,1,1,Winter,Clothing,2617.8,2225.13,1352.5300000000002,6.0,13.0,19.0,14.0,2026-04,22
T2209,2026-04-24,Microwave,9,787.23,15,145,0,Rainy,31.41,30,14.76,74.94,1,0,1,Summer,Kitchen,7085.07,6022.309499999999,6022.309499999999,15.0,18.0,10.0,19.0,2026-04,40
T2210,2026-04-25,Headphones,2,280.96,10,229,1,Stormy,37.23,32,30.77,43.6,0,0,0,Winter,Electronics,561.92,505.72799999999995,224.76799999999997,11.0,11.0,15.0,10.0,2026-04,28
T2211,2026-04-26,Monitor,2,912.7,0,64,0,Cloudy,30.52,98,18.76,11.0,0,1,1,Fall,Electronics,1825.4,1825.4,1825.4,4.0,15.0,5.0,9.0,2026-04,18
T2212,2026-04-27,Watch,13,106.53,15,347,1,Cloudy,0.86,36,19.7,26.67,0,1,0,Winter,Clothing,1384.89,1177.1565,1070.6265,3.0,1.0,6.0,17.0,2026-04,22
T2213,2026-04-28,Headphones,15,854.8,5,345,0,Cloudy,-1.34,81,26.98,25.97,1,1,0,Winter,Electronics,12822.0,12180.9,12180.9,2.0,15.0,14.0,1.0,2026-04,28
T2214,2026-04-29,T-shirt,12,334.88,15,269,1,Sunny,-4.06,28,4.36,48.68,0,1,0,Spring,Clothing,4018.56,3415.776,3080.8959999999997,8.0,5.0,18.0,12.0,2026-04,41
T2215,2026-04-30,T-shirt,4,63.23,20,328,1,Sunny,23.29,50,36.94,46.1,1,1,1,Fall,Clothing,252.92,202.336,139.10600000000002,12.0,11.0,17.0,4.0,2026-04,41
T2216,2026-05-01,Bookshelf,8,672.66,0,184,0,Cloudy,23.34,35,20.09,43.34,0,1,0,Summer,Furniture,5381.28,5381.28,5381.28,8.0,19.0,5.0,18.0,2026-05,31
T2217,2026-05-02,Monitor,9,238.97,10,261,0,Snow,39.41,37,24.02,49.6,0,0,0,Fall,Electronics,2150.73,1935.6570000000002,1935.6570000000002,2.0,9.0,8.0,18.0,2026-05,20
T2218,2026-05-03,Sofa,5,251.14,0,268,1,Snow,12.91,73,48.71,98.7,0,1,1,Winter,Furniture,1255.6999999999998,1255.6999999999998,1004.5599999999998,19.0,13.0,3.0,3.0,2026-05,15
T2219,2026-05-04,Sneakers,18,312.99,20,169,1,Sunny,9.94,77,17.22,29.84,0,1,0,Fall,Clothing,5633.82,4507.056,4194.066,7.0,1.0,15.0,9.0,2026-05,43
T2220,2026-05-05,Wardrobe,11,73.05,20,259,0,Cloudy,23.1,89,32.41,61.53,0,1,1,Fall,Furniture,803.55,642.84,642.84,11.0,11.0,6.0,9.0,2026-05,39
T2221,2026-05-06,Microwave,15,185.36,20,227,1,Snow,32.15,60,19.63,23.95,1,0,1,Spring,Kitchen,2780.4,2224.32,2038.96,9.0,12.0,12.0,14.0,2026-05,50
T2222,2026-05-07,Coffee Maker,9,15.09,20,33,0,Sunny,37.15,83,44.71,46.66,0,0,0,Spring,Kitchen,135.81,108.64800000000001,108.64800000000001,4.0,17.0,18.0,19.0,2026-05,20
T2223,2026-05-08,Microwave,17,450.96,5,377,0,Cloudy,31.14,57,42.34,20.0,0,0,1,Fall,Kitchen,7666.32,7283.003999999999,7283.003999999999,15.0,4.0,9.0,6.0,2026-05,50
T2224,2026-05-09,Action Figure,12,93.41,10,214,1,Rainy,14.2,19,12.08,55.82,0,1,1,Spring,Toys,1120.92,1008.8280000000001,915.4180000000001,9.0,18.0,12.0,13.0,2026-05,42
T2225,2026-05-10,Watch,7,685.83,20,50,0,Cloudy,23.57,82,34.59,26.5,0,0,1,Winter,Clothing,4800.81,3840.6480000000006,3840.6480000000006,13.0,12.0,3.0,12.0,2026-05,7
T2226,2026-05-11,Sofa,10,243.27,20,440,0,Cloudy,33.53,48,3.26,3.68,1,1,0,Winter,Furniture,2432.7000000000003,1946.1600000000003,1946.1600000000003,5.0,12.0,6.0,14.0,2026-05,15
T2227,2026-05-12,Board Game,10,944.14,15,492,1,Stormy,17.08,28,48.16,81.53,0,1,0,Winter,Toys,9441.4,8025.19,7081.049999999999,13.0,4.0,18.0,16.0,2026-05,38
T2228,2026-05-13,Smartphone,13,872.54,10,393,0,Stormy,4.75,73,17.45,12.83,0,1,0,Spring,Electronics,11343.02,10208.718,10208.718,13.0,2.0,13.0,17.0,2026-05,14
T2229,2026-05-14,Wardrobe,19,296.55,0,489,0,Rainy,2.64,28,41.59,36.8,0,1,1,Fall,Furniture,5634.45,5634.45,5634.45,11.0,3.0,8.0,5.0,2026-05,39
T2230,2026-05-15,Monitor,11,785.38,10,210,0,Rainy,-4.99,85,15.92,47.72,0,1,0,Winter,Electronics,8639.18,7775.262000000001,7775.262000000001,9.0,2.0,8.0,4.0,2026-05,20
T2231,2026-05-16,T-shirt,13,805.21,10,434,0,Cloudy,27.32,71,31.64,43.25,1,1,0,Summer,Clothing,10467.73,9420.957,9420.957,4.0,5.0,19.0,2.0,2026-05,13
T2232,2026-05-17,Sneakers,8,986.7,10,29,1,Snow,-0.0,22,49.18,72.57,1,1,1,Winter,Clothing,7893.6,7104.240000000001,6117.540000000001,18.0,18.0,3.0,9.0,2026-05,43
T2233,2026-05-18,Bookshelf,8,601.86,20,39,0,Rainy,5.97,34,43.84,59.68,0,0,0,Fall,Furniture,4814.88,3851.9040000000005,3851.9040000000005,8.0,8.0,2.0,8.0,2026-05,31
T2234,2026-05-19,Dining Table,4,91.15,20,347,1,Cloudy,8.4,98,8.02,29.54,0,0,1,Winter,Furniture,364.6,291.68,200.53,8.0,8.0,2.0,7.0,2026-05,18
T2235,2026-05-20,Bookshelf,15,650.37,5,100,0,Sunny,20.22,51,27.37,5.17,0,0,0,Summer,Furniture,9755.55,9267.7725,9267.7725,8.0,4.0,2.0,13.0,2026-05,31
T2236,2026-05-21,Board Game,11,628.73,0,173,1,Stormy,12.91,48,17.43,76.76,0,1,1,Winter,Toys,6916.030000000001,6916.030000000001,6287.300000000001,10.0,19.0,16.0,8.0,2026-05,38
T2237,2026-05-22,Coffee Maker,11,641.97,15,17,0,Snow,25.36,39,21.72,35.25,0,0,1,Winter,Kitchen,7061.67,6002.4195,6002.4195,9.0,10.0,12.0,16.0,2026-05,20
T2238,2026-05-23,Smartphone,1,314.07,10,56,1,Cloudy,-2.5,14,16.76,88.97,1,1,1,Fall,Electronics,314.07,282.663,-31.406999999999982,13.0,17.0,9.0,15.0,2026-05,14
T2239,2026-05-24,Sneakers,17,861.08,0,226,0,Sunny,0.58,90,16.8,39.51,1,0,1,Winter,Clothing,14638.36,14638.36,14638.36,8.0,9.0,9.0,4.0,2026-05,43
T2240,2026-05-25,Action Figure,15,959.88,0,46,0,Stormy,17.46,27,27.13,71.77,0,0,0,Winter,Toys,14398.2,14398.2,14398.2,12.0,9.0,17.0,16.0,2026-05,42
T2241,2026-05-26,Camera,6,225.54,5,67,0,Sunny,10.16,30,9.6,93.96,0,1,1,Spring,Electronics,1353.24,1285.578,1285.578,15.0,11.0,4.0,4.0,2026-05,6
T2242,2026-05-27,Action Figure,15,97.27,15,197,0,Cloudy,8.31,95,26.87,65.12,0,0,1,Fall,Toys,1459.05,1240.1924999999999,1240.1924999999999,15.0,10.0,1.0,5.0,2026-05,42
T2243,2026-05-28,Wardrobe,9,202.59,10,142,1,Rainy,-1.98,59,13.95,41.35,1,1,1,Fall,Furniture,1823.31,1640.979,1438.3890000000001,19.0,17.0,12.0,17.0,2026-05,39
T2244,2026-05-29,Dining Table,14,822.35,15,323,1,Stormy,35.31,15,14.45,56.74,0,0,1,Fall,Furniture,11512.9,9785.965,8963.615,4.0,2.0,11.0,5.0,2026-05,18
