Transaction ID,Date,Product Name,Quantity Sold,Sales Price per Unit ($),Discount (%),Stock After Sale,Returned,Weather Condition,Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed (km/h),Is Holiday,Is Weekend,Is Special Event,Season,Category,Total Sales ($),Total Sales After Discount ($),Net Sales Value ($),Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,Future_7_Day_Sales
T2051,2025-11-17,Headphones,11,68.59,15,85,1,Snow,1.68,24,5.58,22.28,0,0,0,Fall,Electronics,754.49,641.3165,572.7265,8,14,3,4
T2052,2025-11-18,Microwave,9,636.47,10,167,1,Rainy,23.62,37,22.05,99.43,0,0,0,Spring,Kitchen,5728.23,5155.407,4518.937,12,1,17,4
T2053,2025-11-19,Monitor,12,771.23,15,384,0,Rainy,37.73,13,17.69,16.78,1,1,0,Fall,Electronics,9254.76,7866.546,7866.546,18,19,15,4
T2054,2025-11-20,Microwave,17,994.14,10,468,0,Sunny,39.85,45,11.17,78.88,1,0,0,Fall,Kitchen,16900.38,15210.342,15210.342,9,5,8,12
T2055,2025-11-21,Wardrobe,15,20.97,10,72,0,Cloudy,11.89,74,32.11,70.5,0,1,1,Winter,Furniture,314.55,283.095,283.095,9,3,17,11
T2056,2025-11-22,Watch,17,732.87,20,298,0,Rainy,21.96,56,47.55,32.21,1,0,1,Spring,Clothing,12458.79,9967.032,9967.032,13,11,12,6
T2057,2025-11-23,Sneakers,18,576.07,5,485,1,Snow,33.53,90,10.36,33.07,0,1,1,Fall,Clothing,10369.26,9850.797,9274.727,1,3,2,8
T2058,2025-11-24,Wardrobe,6,439.71,5,9,0,Stormy,0.29,48,35.59,56.36,0,0,1,Summer,Furniture,2638.26,2506.347,2506.347,15,19,13,11
T2059,2025-11-25,Bookshelf,17,136.29,10,281,0,Sunny,26.03,47,37.12,85.24,0,0,1,Spring,Furniture,2316.93,2085.237,2085.237,18,3,12,8
T2060,2025-11-26,Toy Car,18,414.99,5,473,0,Snow,13.4,53,24.91,38.62,1,0,0,Summer,Toys,7469.82,7096.329,7096.329,4,8,4,17
T2061,2025-11-27,Wardrobe,8,360.83,0,481,1,Rainy,4.28,60,44.88,6.12,0,0,0,Spring,Furniture,2886.64,2886.64,2525.81,6,8,18,3
T2062,2025-11-28,Sneakers,9,309.8,10,258,1,Cloudy,13.12,94,48.32,37.44,1,1,0,Summer,Clothing,2788.2,2509.38,2199.58,18,9,4,17
T2063,2025-11-29,Camera,6,733.57,5,275,1,Sunny,-1.58,35,18.11,20.73,1,0,1,Summer,Electronics,4401.42,4181.349,3447.779,2,18,18,15
T2064,2025-11-30,Television,5,703.72,0,238,1,Rainy,26.29,45,32.55,93.92,1,1,1,Spring,Electronics,3518.6,3518.6,2814.88,13,17,19,17
T2065,2025-12-01,Headphones,12,593.13,20,20,0,Sunny,6.37,78,33.11,69.73,1,1,0,Winter,Electronics,7117.56,5694.048,5694.048,11,11,4,16
T2066,2025-12-02,T-shirt,11,939.28,5,490,1,Rainy,9.01,10,20.18,5.08,0,1,1,Winter,Clothing,10332.08,9815.476,8876.196,5,15,19,1
T2067,2025-12-03,Sofa,1,356.36,0,233,0,Stormy,0.45,62,15.84,29.3,0,1,0,Spring,Furniture,356.36,356.36,356.36,19,12,13,9
T2068,2025-12-04,Camera,11,251.36,15,490,1,Cloudy,33.91,15,46.69,5.02,1,0,0,Fall,Electronics,2764.96,2350.216,2098.856,6,4,19,6
T2069,2025-12-05,Blender,19,659.34,15,221,0,Stormy,17.2,46,39.5,83,0,0,0,Spring,Kitchen,12527.46,10648.341,10648.341,4,4,8,4
T2070,2025-12-06,Sneakers,9,206.83,0,326,0,Rainy,20.75,11,5.72,90.63,1,0,1,Spring,Clothing,1861.47,1861.47,1861.47,9,1,18,1
T2071,2025-12-07,Dining Table,2,321.86,10,17,0,Snow,20.62,78,5.99,11.23,0,0,1,Fall,Furniture,643.72,579.348,579.348,8,11,15,14
T2072,2025-12-08,T-shirt,12,232.36,10,380,0,Stormy,13.47,99,46.13,44.03,0,0,0,Spring,Clothing,2788.32,2509.488,2509.488,11,19,13,8
T2073,2025-12-09,Headphones,4,78.46,5,89,0,Snow,3.66,50,4.07,93.19,0,0,0,Spring,Electronics,313.84,298.148,298.148,12,8,1,12
T2074,2025-12-10,Board Game,4,829.22,15,486,1,Rainy,28.53,60,34.42,14.52,0,1,1,Fall,Toys,3316.88,2819.348,1990.128,2,18,11,10
T2075,2025-12-11,Blender,18,262,10,196,0,Cloudy,0.72,56,11.34,29.19,0,1,1,Fall,Kitchen,4716,4244.4,4244.4,19,7,11,7
T2076,2025-12-12,Laptop,15,478.3,10,350,0,Snow,-0.33,22,1.76,30.43,0,0,1,Winter,Electronics,7174.5,6457.05,6457.05,18,4,3,8
T2077,2025-12-13,Bookshelf,19,52.88,15,84,0,Rainy,26.96,85,2.98,3.01,1,0,1,Summer,Furniture,1004.72,854.012,854.012,17,5,2,8
T2078,2025-12-14,Watch,13,702.35,20,387,0,Snow,4.4,78,18.68,3.63,0,0,0,Summer,Clothing,9130.55,7304.44,7304.44,17,19,7,3
T2079,2025-12-15,Dining Table,19,337.26,10,87,1,Stormy,8.8,75,3.88,95.28,0,1,0,Winter,Furniture,6407.94,5767.146,5429.886,2,1,6,14
T2080,2025-12-16,Camera,17,747.29,0,307,1,Rainy,16.39,68,29.83,57.11,0,0,1,Winter,Electronics,12703.93,12703.93,11956.64,11,8,18,13
T2081,2025-12-17,Laptop,6,418.28,5,338,0,Stormy,15.22,77,32.36,30.66,1,0,1,Summer,Electronics,2509.68,2384.196,2384.196,15,5,4,16
T2082,2025-12-18,Headphones,16,203.8,10,154,0,Sunny,26.89,68,18.67,37.87,0,0,1,Winter,Electronics,3260.8,2934.72,2934.72,4,2,6,11
T2083,2025-12-19,Wardrobe,12,518.04,10,440,0,Rainy,23.05,19,37.14,71.48,0,1,1,Spring,Furniture,6216.48,5594.832,5594.832,8,8,17,17
T2084,2025-12-20,Board Game,19,139.2,20,228,0,Snow,24,22,24.5,36.65,0,1,0,Winter,Toys,2644.8,2115.84,2115.84,4,16,10,11
T2085,2025-12-21,Laptop,5,446.13,0,448,1,Sunny,27.13,11,21.51,22.78,1,0,1,Winter,Electronics,2230.65,2230.65,1784.52,6,17,11,13
T2086,2025-12-22,Microwave,17,324.13,5,264,1,Stormy,8.17,99,20.35,10.18,0,1,1,Winter,Kitchen,5510.21,5234.6995,4910.5695,17,17,17,14
T2087,2025-12-23,Watch,1,912.84,10,465,0,Stormy,9.5,24,21.56,72.89,1,1,0,Winter,Clothing,912.84,821.556,821.556,13,6,5,13
T2088,2025-12-24,Laptop,10,70.32,5,223,0,Snow,14.71,55,48.39,18.06,1,1,1,Summer,Electronics,703.2,668.04,668.04,5,15,18,1
T2089,2025-12-25,Television,15,697.08,15,421,0,Sunny,8.84,66,34.07,6.96,0,0,0,Fall,Electronics,10456.2,8887.77,8887.77,5,7,7,12
T2090,2025-12-26,Headphones,11,190.92,10,493,0,Cloudy,39.32,19,15.76,42.7,0,0,0,Summer,Electronics,2100.12,1890.108,1890.108,16,15,16,2
T2091,2025-12-27,Microwave,13,325.85,10,121,0,Snow,31.63,31,36.69,3.96,1,1,0,Summer,Kitchen,4236.05,3812.445,3812.445,17,6,17,16
T2092,2025-12-28,T-shirt,5,421.36,15,481,1,Stormy,2.41,98,16.51,96.5,1,1,1,Fall,Clothing,2106.8,1790.78,1369.42,12,18,18,12
T2093,2025-12-29,Sofa,1,908.93,20,411,1,Rainy,-4.75,88,6.29,62.73,0,1,0,Summer,Furniture,908.93,727.144,-181.786,1,18,5,7
T2094,2025-12-30,Watch,12,250.15,10,173,0,Sunny,-3.07,86,23.77,15.27,0,0,1,Spring,Clothing,3001.8,2701.62,2701.62,1,3,10,7
T2095,2025-12-31,T-shirt,11,100.4,5,4,1,Cloudy,5.98,17,37.55,17.25,1,1,1,Fall,Clothing,1104.4,1049.18,948.78,5,17,2,4
T2096,2026-01-01,Wardrobe,17,325.5,0,342,1,Rainy,0.14,30,18.88,56.98,1,1,0,Spring,Furniture,5533.5,5533.5,5208,12,7,15,13
T2097,2026-01-02,Sneakers,4,113.63,5,128,1,Sunny,19,94,43.46,35.66,1,0,0,Summer,Clothing,454.52,431.794,318.164,9,13,6,18
T2098,2026-01-03,Headphones,15,137.31,20,474,0,Snow,33.61,31,19.35,77.43,1,1,0,Summer,Electronics,2059.65,1647.72,1647.72,11,14,3,15
T2099,2026-01-04,Blender,9,578.11,0,480,1,Snow,28.15,54,17.49,54.58,0,1,1,Fall,Kitchen,5202.99,5202.99,4624.88,18,13,16,5
T2100,2026-01-05,Smartphone,19,70.29,5,472,1,Sunny,4.7,49,49.91,43.33,1,0,1,Summer,Electronics,1335.51,1268.7345,1198.4445,18,9,19,13
T2101,2026-01-06,Toy Car,19,40.62,5,110,0,Cloudy,12.97,31,24.12,96.3,0,1,0,Winter,Toys,771.78,733.191,733.191,18,4,19,6
T2102,2026-01-07,Dining Table,12,717.27,15,355,1,Sunny,17.86,39,40.26,39.07,1,1,1,Spring,Furniture,8607.24,7316.154,6598.884,19,11,12,12
T2103,2026-01-08,Toy Car,5,368.03,20,37,0,Rainy,31.46,71,40.25,40.06,1,1,0,Spring,Toys,1840.15,1472.12,1472.12,19,14,19,5
T2104,2026-01-09,Blender,10,134.12,15,480,1,Rainy,32.76,82,46.32,66.58,0,1,1,Winter,Kitchen,1341.2,1140.02,1005.9,9,10,3,18
T2105,2026-01-10,Television,17,261.08,0,71,0,Snow,35.94,54,4.24,80.95,0,0,1,Fall,Electronics,4438.36,4438.36,4438.36,15,8,9,4
T2106,2026-01-11,Blender,5,645.67,15,289,0,Sunny,17.92,44,13.56,62.62,0,0,1,Fall,Kitchen,3228.35,2744.0975,2744.0975,10,15,13,10
T2107,2026-01-12,Dining Table,16,282.78,20,31,1,Snow,26.24,91,38.39,69.86,0,0,1,Winter,Furniture,4524.48,3619.584,3336.804,12,8,1,7
T2108,2026-01-13,Wardrobe,7,499.58,10,439,1,Cloudy,0.03,51,28.13,37.29,1,1,0,Winter,Furniture,3497.06,3147.354,2647.774,17,15,14,11
T2109,2026-01-14,Sofa,9,130.48,10,381,0,Rainy,20.44,14,27.98,47.95,0,0,0,Spring,Furniture,1174.32,1056.888,1056.888,1,3,5,19
T2110,2026-01-15,Television,3,592.21,0,268,0,Stormy,6.19,36,8.31,19.7,0,0,0,Winter,Electronics,1776.63,1776.63,1776.63,17,11,19,5
T2111,2026-01-16,Monitor,15,322.92,10,11,1,Stormy,14.43,79,14.06,68.02,0,1,1,Winter,Electronics,4843.8,4359.42,4036.5,12,5,19,2
T2112,2026-01-17,Headphones,16,630.7,15,344,1,Sunny,23.53,71,26.07,22.15,1,0,1,Winter,Electronics,10091.2,8577.52,7946.82,15,8,5,2
T2113,2026-01-18,Action Figure,18,810.31,0,328,1,Sunny,6.56,41,13.86,0.13,1,1,0,Summer,Toys,14585.58,14585.58,13775.27,14,12,13,12
T2114,2026-01-19,Board Game,14,615.53,20,32,1,Stormy,-2.65,17,10.51,93.38,0,1,0,Winter,Toys,8617.42,6893.936,6278.406,19,10,4,17
T2115,2026-01-20,Smartphone,3,302.79,0,57,0,Sunny,-4.54,94,4.39,30.6,1,1,0,Summer,Electronics,908.37,908.37,908.37,19,6,11,18
T2116,2026-01-21,Dining Table,12,263.19,0,166,0,Rainy,-4,27,7.79,19.66,1,0,1,Spring,Furniture,3158.28,3158.28,3158.28,16,4,3,4
T2117,2026-01-22,Action Figure,9,334.15,5,188,0,Cloudy,-4.62,87,38.44,26.81,0,0,0,Spring,Toys,3007.35,2856.9825,2856.9825,18,17,19,15
T2118,2026-01-23,Toy Car,7,172.97,5,342,1,Cloudy,-0.03,24,35.94,33.04,1,1,0,Fall,Toys,1210.79,1150.2505,977.2805,5,13,17,3
T2119,2026-01-24,Monitor,9,189.36,0,482,1,Snow,5.78,35,2.29,47.45,0,0,0,Spring,Electronics,1704.24,1704.24,1514.88,15,8,11,9
T2120,2026-01-25,Blender,13,792.78,10,19,0,Rainy,4.95,62,10.16,6.94,0,1,0,Fall,Kitchen,10306.14,9275.526,9275.526,5,8,12,19
T2121,2026-01-26,Wardrobe,18,390.89,5,116,0,Sunny,39.41,53,28.02,5.27,0,0,0,Summer,Furniture,7036.02,6684.219,6684.219,7,9,3,1
T2122,2026-01-27,T-shirt,5,441.64,20,468,0,Sunny,8.77,41,16.13,29.29,1,0,0,Winter,Clothing,2208.2,1766.56,1766.56,11,19,5,13
T2123,2026-01-28,Blender,13,598.11,15,184,0,Snow,0.73,37,41.16,29.58,0,0,0,Spring,Kitchen,7775.43,6609.1155,6609.1155,13,4,6,2
T2124,2026-01-29,Headphones,4,593.76,5,270,0,Snow,19.55,48,39.25,11.76,1,0,0,Winter,Electronics,2375.04,2256.288,2256.288,16,11,14,14
T2125,2026-01-30,Camera,2,76.7,0,33,0,Sunny,33.61,41,44.58,40.48,1,0,0,Fall,Electronics,153.4,153.4,153.4,17,19,10,1
T2126,2026-01-31,Headphones,16,833.23,10,10,1,Sunny,25.51,86,28.15,28.4,1,1,1,Summer,Electronics,13331.68,11998.512,11165.282,4,12,11,18
T2127,2026-02-01,Camera,9,185.55,15,80,0,Rainy,8.32,88,17.6,2.61,1,0,0,Spring,Electronics,1669.95,1419.4575,1419.4575,2,3,3,16
T2128,2026-02-02,Camera,9,725.84,5,192,0,Snow,20.27,27,30.3,88.57,0,0,0,Winter,Electronics,6532.56,6205.932,6205.932,9,17,12,6
T2129,2026-02-03,Television,6,774.94,10,320,0,Rainy,27.17,79,4.46,88.6,0,0,0,Fall,Electronics,4649.64,4184.676,4184.676,3,16,6,11
T2130,2026-02-04,Wardrobe,11,717.75,10,190,0,Sunny,27.76,20,0.48,20.92,1,0,1,Winter,Furniture,7895.25,7105.725,7105.725,18,15,3,11
T2131,2026-02-05,Smartphone,1,583.19,10,68,0,Stormy,24.99,41,0.85,16.29,0,0,1,Spring,Electronics,583.19,524.871,524.871,3,13,12,15
T2132,2026-02-06,Blender,4,24.46,0,475,0,Stormy,34.19,29,20.38,54.73,1,1,0,Winter,Kitchen,97.84,97.84,97.84,13,19,4,2
T2133,2026-02-07,Television,13,366.77,20,348,0,Sunny,34.15,49,11.4,63.08,1,1,1,Summer,Electronics,4768.01,3814.408,3814.408,6,17,17,10
T2134,2026-02-08,Watch,13,608.79,10,125,1,Snow,21.05,17,7.87,95.75,0,1,1,Spring,Clothing,7914.27,7122.843,6514.053,12,14,13,14
T2135,2026-02-09,Sofa,13,393.58,15,427,0,Stormy,14.34,44,30.77,37.73,1,0,0,Fall,Furniture,5116.54,4349.059,4349.059,9,3,17,5
T2136,2026-02-10,Monitor,2,864.85,5,336,1,Snow,23.87,78,49.75,61.82,0,0,1,Spring,Electronics,1729.7,1643.215,778.365,9,8,17,11
T2137,2026-02-11,Monitor,9,315.71,15,59,1,Stormy,31.82,87,8.89,87.82,1,1,1,Fall,Electronics,2841.39,2415.1815,2099.4715,2,16,4,6
T2138,2026-02-12,Bookshelf,8,300.6,0,436,1,Snow,-4.75,30,27.32,45,1,1,0,Fall,Furniture,2404.8,2404.8,2104.2,19,2,1,8
T2139,2026-02-13,Board Game,7,273.34,0,97,0,Stormy,39.64,33,5.99,12.23,1,1,0,Spring,Toys,1913.38,1913.38,1913.38,14,7,15,18
T2140,2026-02-14,Microwave,4,339.45,15,496,0,Snow,3.23,26,46.71,37.74,1,1,1,Fall,Kitchen,1357.8,1154.13,1154.13,13,11,9,15
T2141,2026-02-15,Microwave,18,561.83,20,275,0,Rainy,16.16,27,14.59,13.66,0,0,0,Spring,Kitchen,10112.94,8090.352,8090.352,4,10,7,9
T2142,2026-02-16,Toy Car,3,709.95,0,149,0,Snow,34.24,21,43.92,1.66,1,1,0,Summer,Toys,2129.85,2129.85,2129.85,7,6,16,7
T2143,2026-02-17,Laptop,6,665.94,0,278,0,Rainy,5.13,25,14.15,75.16,1,0,0,Summer,Electronics,3995.64,3995.64,3995.64,10,2,2,5
T2144,2026-02-18,Headphones,12,809.64,15,265,0,Rainy,16.46,13,40.3,23.84,0,1,1,Winter,Electronics,9715.68,8258.328,8258.328,16,4,8,12
T2145,2026-02-19,Microwave,12,887.05,0,9,0,Sunny,0.97,98,10.47,0.2,1,0,0,Summer,Kitchen,10644.6,10644.6,10644.6,18,12,5,15
T2146,2026-02-20,Toy Car,8,817.92,20,457,0,Rainy,12.78,43,14.64,87.24,1,0,1,Fall,Toys,6543.36,5234.688,5234.688,3,10,5,19
T2147,2026-02-21,Board Game,1,28.76,20,283,0,Cloudy,2.97,55,9.62,44.38,1,0,1,Winter,Toys,28.76,23.008,23.008,7,15,5,12
T2148,2026-02-22,Microwave,4,738.56,20,273,0,Rainy,11.36,84,13.21,23.89,1,1,0,Winter,Kitchen,2954.24,2363.392,2363.392,12,9,1,17
T2149,2026-02-23,Wardrobe,11,216.32,5,428,1,Snow,11.81,86,41.74,26.28,1,0,1,Spring,Furniture,2379.52,2260.544,2044.224,11,6,19,11
T2150,2026-02-24,Wardrobe,3,141.6,20,301,0,Rainy,39.69,40,31.95,24.05,1,0,0,Winter,Furniture,424.8,339.84,339.84,11,8,8,19
T2151,2026-02-25,Watch,13,642.1,20,8,0,Snow,39.77,34,20.29,19.46,0,1,0,Spring,Clothing,8347.3,6677.84,6677.84,13,19,13,11
T2152,2026-02-26,Wardrobe,17,326.55,5,208,0,Snow,0.17,83,48.58,84.12,1,1,0,Winter,Furniture,5551.35,5273.7825,5273.7825,3,12,8,9
T2153,2026-02-27,Action Figure,10,66.55,10,402,1,Cloudy,27.67,33,23.24,17.03,0,1,0,Summer,Toys,665.5,598.95,532.4,9,1,17,15
T2154,2026-02-28,Microwave,12,146.25,0,125,0,Rainy,-2.67,74,48.49,56.19,1,1,0,Spring,Kitchen,1755,1755,1755,4,17,5,18
T2155,2026-03-01,Coffee Maker,15,10.92,20,123,0,Rainy,-3.64,34,9.83,7.73,0,1,1,Fall,Kitchen,163.8,131.04,131.04,10,9,8,4
T2156,2026-03-02,Toy Car,10,904.19,0,33,1,Stormy,-0.26,37,45.23,94.95,0,1,1,Winter,Toys,9041.9,9041.9,8137.71,8,4,1,3
T2157,2026-03-03,Television,14,34.37,15,1,0,Stormy,38.45,45,0.69,60.33,0,0,0,Summer,Electronics,481.18,409.003,409.003,13,13,15,10
T2158,2026-03-04,Wardrobe,13,217.36,0,204,1,Sunny,37.34,91,27.27,90.32,0,0,1,Summer,Furniture,2825.68,2825.68,2608.32,17,17,7,3
T2159,2026-03-05,Board Game,5,422.1,5,6,1,Snow,3.73,15,21.15,39.79,1,1,1,Spring,Toys,2110.5,2004.975,1582.875,1,14,15,13
T2160,2026-03-06,Coffee Maker,6,363.01,0,297,1,Cloudy,2.28,75,26.25,81.07,1,1,1,Spring,Kitchen,2178.06,2178.06,1815.05,15,13,13,7
T2161,2026-03-07,Laptop,2,912.61,0,439,1,Stormy,5.82,76,27.67,85.37,1,0,1,Spring,Electronics,1825.22,1825.22,912.61,6,14,13,17
T2162,2026-03-08,Television,17,49.89,0,5,0,Rainy,18.2,81,19.45,70.29,0,0,0,Fall,Electronics,848.13,848.13,848.13,14,5,17,11
T2163,2026-03-09,Bookshelf,4,517.09,10,443,1,Sunny,20.64,57,49.91,9.29,0,0,0,Fall,Furniture,2068.36,1861.524,1344.434,8,2,8,15
T2164,2026-03-10,Microwave,14,683.67,10,80,1,Cloudy,4.97,92,48.83,1.61,0,1,0,Fall,Kitchen,9571.38,8614.242,7930.572,12,17,17,19
T2165,2026-03-11,Action Figure,10,932.38,15,274,0,Rainy,29.05,79,48.09,16.86,0,0,1,Winter,Toys,9323.8,7925.23,7925.23,10,3,17,11
T2166,2026-03-12,Camera,3,624.17,5,177,0,Rainy,8.93,87,48.95,11.81,0,0,1,Fall,Electronics,1872.51,1778.8845,1778.8845,9,2,11,6
T2167,2026-03-13,T-shirt,3,805.72,0,338,0,Snow,36.5,76,39.65,72.51,0,1,0,Spring,Clothing,2417.16,2417.16,2417.16,5,4,9,6
T2168,2026-03-14,Action Figure,15,92.89,0,321,1,Snow,24.55,57,49.43,55.7,0,1,0,Summer,Toys,1393.35,1393.35,1300.46,10,2,8,3
T2169,2026-03-15,Watch,6,392.08,0,339,0,Stormy,14.64,74,44.62,52.6,1,1,1,Summer,Clothing,2352.48,2352.48,2352.48,13,13,2,2
T2170,2026-03-16,Coffee Maker,17,380.21,0,438,1,Stormy,30.55,53,20.8,25.29,0,0,0,Spring,Kitchen,6463.57,6463.57,6083.36,6,15,13,12
T2171,2026-03-17,Sofa,12,887.43,10,445,1,Rainy,31.81,72,39.24,15.46,1,1,1,Fall,Furniture,10649.16,9584.244,8696.814,13,6,3,10
T2172,2026-03-18,Wardrobe,11,159.86,15,136,0,Rainy,8.07,55,45.6,20.65,1,0,0,Fall,Furniture,1758.46,1494.691,1494.691,13,7,15,12
T2173,2026-03-19,Sofa,4,160.37,20,387,0,Stormy,10.29,28,35.63,40.03,0,0,0,Spring,Furniture,641.48,513.184,513.184,12,13,12,11
T2174,2026-03-20,Sneakers,6,335.27,5,25,0,Stormy,37.12,73,21.14,74.01,0,1,1,Summer,Clothing,2011.62,1911.039,1911.039,4,7,4,11
T2175,2026-03-21,Action Figure,1,63.92,0,325,0,Rainy,2.41,92,3.29,25.45,0,0,0,Winter,Toys,63.92,63.92,63.92,15,2,7,11
T2176,2026-03-22,Sofa,16,190.63,15,183,0,Cloudy,-3.1,82,40.48,69.86,0,1,0,Summer,Furniture,3050.08,2592.568,2592.568,4,19,16,15
T2177,2026-03-23,Camera,15,965.56,20,168,0,Rainy,15.43,80,47.64,49.15,1,1,0,Fall,Electronics,14483.4,11586.72,11586.72,3,6,18,17
T2178,2026-03-24,Toy Car,17,433.9,15,467,1,Cloudy,31.05,59,18.12,88.54,0,1,0,Summer,Toys,7376.3,6269.855,5835.955,10,18,8,12
T2179,2026-03-25,Coffee Maker,8,635.7,10,338,1,Cloudy,29.73,72,7.6,23.29,1,1,0,Fall,Kitchen,5085.6,4577.04,3941.34,17,13,16,10
T2180,2026-03-26,Television,12,728.85,20,178,0,Rainy,36.38,50,16.33,45.09,0,0,0,Summer,Electronics,8746.2,6996.96,6996.96,17,15,7,8
T2181,2026-03-27,Bookshelf,10,373.29,15,373,1,Sunny,18.99,16,29.13,9.67,1,1,1,Spring,Furniture,3732.9,3172.965,2799.675,4,19,5,18
T2182,2026-03-28,Bookshelf,15,155.75,10,95,1,Stormy,-0.5,18,15.85,33.52,1,0,1,Fall,Furniture,2336.25,2102.625,1946.875,10,9,16,11
T2183,2026-03-29,Sofa,9,214.52,15,33,1,Snow,21.49,13,30.53,50.69,1,0,1,Winter,Furniture,1930.68,1641.078,1426.558,16,1,12,3
T2184,2026-03-30,Monitor,2,320.13,15,111,1,Rainy,30.03,98,48.34,73.27,1,1,1,Winter,Electronics,640.26,544.221,224.091,9,2,17,17
T2185,2026-03-31,Bookshelf,5,639.71,20,146,1,Cloudy,-0.8,58,33.54,19.81,1,0,1,Spring,Furniture,3198.55,2558.84,1919.13,15,18,18,15
T2186,2026-04-01,Watch,6,404.3,10,381,1,Rainy,2.77,85,18.13,21.81,0,1,0,Summer,Clothing,2425.8,2183.22,1778.92,6,17,11,1
T2187,2026-04-02,Sofa,7,16.75,0,441,0,Stormy,-4.45,15,46.79,63.16,0,1,0,Spring,Furniture,117.25,117.25,117.25,9,1,18,13
T2188,2026-04-03,Wardrobe,1,528.17,5,231,0,Cloudy,21.71,91,28.28,38.25,0,1,1,Spring,Furniture,528.17,501.7615,501.7615,11,18,9,16
T2189,2026-04-04,Sneakers,7,922.3,20,272,0,Snow,34.9,30,6.42,48.21,1,0,0,Winter,Clothing,6456.1,5164.88,5164.88,6,3,12,18
T2190,2026-04-05,Monitor,12,813.96,10,336,1,Snow,25.18,24,24.95,83.61,0,1,0,Winter,Electronics,9767.52,8790.768,7976.808,2,18,14,13
T2191,2026-04-06,Microwave,16,826.96,15,495,0,Snow,39.19,76,32.68,49.91,1,1,0,Fall,Kitchen,13231.36,11246.656,11246.656,14,13,6,13
T2192,2026-04-07,T-shirt,16,797.11,10,38,0,Sunny,-2.16,75,41.91,65.25,1,0,0,Fall,Clothing,12753.76,11478.384,11478.384,3,5,5,6
T2193,2026-04-08,Headphones,11,330.49,5,425,0,Cloudy,35.64,65,46.82,65.68,0,1,0,Fall,Electronics,3635.39,3453.6205,3453.6205,12,16,2,2
T2194,2026-04-09,Monitor,4,767.54,5,135,1,Cloudy,31.63,77,15.87,80.36,1,1,1,Spring,Electronics,3070.16,2916.652,2149.112,12,12,19,6
T2195,2026-04-10,Board Game,13,151.73,0,334,0,Sunny,9.14,41,7.78,63.81,0,1,1,Spring,Toys,1972.49,1972.49,1972.49,5,2,19,5
T2196,2026-04-11,Blender,7,661.14,0,235,1,Cloudy,38.81,75,3.69,6.48,1,1,0,Fall,Kitchen,4627.98,4627.98,3966.84,4,18,7,3
T2197,2026-04-12,Television,4,645.15,5,437,0,Sunny,7.96,38,36.92,34.22,0,1,1,Winter,Electronics,2580.6,2451.57,2451.57,12,17,8,13
T2198,2026-04-13,Microwave,15,35.31,20,319,0,Rainy,35.02,75,39.76,98.93,1,1,1,Winter,Kitchen,529.65,423.72,423.72,16,4,11,4
T2199,2026-04-14,Sofa,19,790.09,20,368,0,Stormy,34.63,43,20.47,19.65,0,0,1,Summer,Furniture,15011.71,12009.368,12009.368,7,9,3,10
T2200,2026-04-15,Action Figure,9,904.22,15,345,1,Snow,29.09,36,19.8,58.67,0,1,1,Fall,Toys,8137.98,6917.283,6013.063,1,14,14,8
T2201,2026-04-16,Wardrobe,11,274.74,0,160,1,Sunny,20.36,69,47.71,84.29,1,1,0,Spring,Furniture,3022.14,3022.14,2747.4,1,11,15,12
T2202,2026-04-17,Dining Table,8,814.27,15,38,1,Sunny,0.4,48,45.83,58.66,1,1,1,Summer,Furniture,6514.16,5537.036,4722.766,12,7,8,15
T2203,2026-04-18,T-shirt,1,91.58,0,150,1,Sunny,18.94,53,11.66,37.23,1,1,0,Summer,Clothing,91.58,91.58,0,16,11,15,4
T2204,2026-04-19,Bookshelf,8,603.97,5,400,1,Rainy,11.06,91,39.04,8.02,0,0,1,Summer,Furniture,4831.76,4590.172,3986.202,5,17,3,5
T2205,2026-04-20,Smartphone,13,490.79,20,308,0,Sunny,30.65,45,31.14,36.17,0,1,1,Fall,Electronics,6380.27,5104.216,5104.216,1,2,13,4
T2206,2026-04-21,Coffee Maker,4,550.46,20,29,0,Stormy,29.12,28,7.71,18.21,1,0,0,Fall,Kitchen,2201.84,1761.472,1761.472,8,14,1,5
T2207,2026-04-22,T-shirt,8,926.94,5,144,1,Stormy,35.98,54,17.84,96.09,0,1,0,Fall,Clothing,7415.52,7044.744,6117.804,1,12,19,17
T2208,2026-04-23,Watch,3,872.6,15,76,1,Snow,-4.33,93,8.87,71.5,0,1,1,Winter,Clothing,2617.8,2225.13,1352.53,6,13,19,14
T2209,2026-04-24,Microwave,9,787.23,15,145,0,Rainy,31.41,30,14.76,74.94,1,0,1,Summer,Kitchen,7085.07,6022.3095,6022.3095,15,18,10,19
T2210,2026-04-25,Headphones,2,280.96,10,229,1,Stormy,37.23,32,30.77,43.6,0,0,0,Winter,Electronics,561.92,505.728,224.768,11,11,15,10
T2211,2026-04-26,Monitor,2,912.7,0,64,0,Cloudy,30.52,98,18.76,11,0,1,1,Fall,Electronics,1825.4,1825.4,1825.4,4,15,5,9
T2212,2026-04-27,Watch,13,106.53,15,347,1,Cloudy,0.86,36,19.7,26.67,0,1,0,Winter,Clothing,1384.89,1177.1565,1070.6265,3,1,6,17
